concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
41936085	Bruyères-le-Châtel	Geography	OSM	8th level	S	330993	19700101	20991231	
41958401	Saint-Germain-le-Vieux	Geography	OSM	8th level	S	3310125	19700101	20991231	
41945082	Joué-du-Plain	Geography	OSM	8th level	S	3310136	19700101	20991231	
41979440	Oberehe-Stroheich	Geography	OSM	8th level	S	331020	19700101	20991231	
41993231	Stroheich	Geography	OSM	10th level	S	331021	19700101	20991231	
41992285	Oberehe	Geography	OSM	10th level	S	331022	19700101	20991231	
41991758	Loogh	Geography	OSM	10th level	S	331027	19700101	20991231	
41974390	Kerpen (Eifel)	Geography	OSM	8th level	S	331029	19700101	20991231	
41984858	Gondsroth	Geography	OSM	9th level	S	3310330	19700101	20991231	
41986643	Neuenhaßlau	Geography	OSM	9th level	S	3310331	19700101	20991231	
41986551	Mönchwinkel	Geography	OSM	9th level	S	3310409	19700101	20991231	
41991035	Heyroth	Geography	OSM	10th level	S	331043	19700101	20991231	
41985047	Grünheide	Geography	OSM	9th level	S	3310466	19700101	20991231	
41992184	Niederehe	Geography	OSM	10th level	S	331048	19700101	20991231	
41990473	Flesten	Geography	OSM	10th level	S	331051	19700101	20991231	
41960704	Leudersdorf	Geography	OSM	10th level	S	331052	19700101	20991231	
41978413	Nohn	Geography	OSM	8th level	S	331057	19700101	20991231	
41989285	Ahütte	Geography	OSM	10th level	S	331063	19700101	20991231	
41982240	Üxheim	Geography	OSM	8th level	S	331064	19700101	20991231	
41991955	Mirbach	Geography	OSM	10th level	S	331067	19700101	20991231	
41988230	Spreeau	Geography	OSM	9th level	S	3310683	19700101	20991231	
41985129	Hangelsberg	Geography	OSM	9th level	S	3310752	19700101	20991231	
41985729	Kienbaum	Geography	OSM	9th level	S	3310763	19700101	20991231	
41982858	Wiesbaum	Geography	OSM	8th level	S	331081	19700101	20991231	
41952787	Muzy	Geography	OSM	8th level	S	3310895	19700101	20991231	
41949052	Louye	Geography	OSM	8th level	S	3310948	19700101	20991231	
41914083	Universitário	Geography	OSM	10th level	S	3311340	19700101	20991231	
42083826	Old Hilliard	Geography	OSM	10th level	S	331148	19700101	20991231	
41967673	Champs	Geography	OSM	9th level	S	3311483	19700101	20991231	
42039448	Cavendish	Geography	OSM	10th level	S	3311517	19700101	20991231	
41957720	Saint-Brice-sous-Rânes	Geography	OSM	8th level	S	3311560	19700101	20991231	
41946261	La Lande-de-Lougé	Geography	OSM	8th level	S	3311662	19700101	20991231	
41968866	Ménil-Jean	Geography	OSM	9th level	S	3311805	19700101	20991231	
41949186	Lougé-sur-Maire	Geography	OSM	8th level	S	3311835	19700101	20991231	
41962699	Sevrai	Geography	OSM	8th level	S	3311987	19700101	20991231	
41985635	Kagel	Geography	OSM	9th level	S	3312151	19700101	20991231	
41906173	Centenário	Geography	OSM	10th level	S	331225	19700101	20991231	
41912307	Rui Barbosa	Geography	OSM	10th level	S	331234	19700101	20991231	
41906468	Centro	Geography	OSM	10th level	S	331241	19700101	20991231	
41907683	Ferroviário	Geography	OSM	10th level	S	331247	19700101	20991231	
41958318	Sainte-Opportune-du-Bosc	Geography	OSM	8th level	S	3312470	19700101	20991231	
41973729	Brunstorf	Geography	OSM	8th level	S	331249	19700101	20991231	
41911535	Porto dos Pereiras	Geography	OSM	10th level	S	331256	19700101	20991231	
41908137	Imigração	Geography	OSM	10th level	S	331257	19700101	20991231	
41907634	Faxinal	Geography	OSM	10th level	S	331259	19700101	20991231	
41953148	Neuvy-au-Houlme	Geography	OSM	8th level	S	3312712	19700101	20991231	
41944062	Habloville	Geography	OSM	8th level	S	3312713	19700101	20991231	
41968459	La Mouille	Geography	OSM	9th level	S	331289	19700101	20991231	
42040904	Cruwys Morchard	Geography	OSM	10th level	S	3312961	19700101	20991231	
41941025	Épreville-en-Lieuvin	Geography	OSM	8th level	S	3313226	19700101	20991231	
41969875	Silly-en-Gouffern	Geography	OSM	9th level	S	3313325	19700101	20991231	
41983736	Bliesheim	Geography	OSM	9th level	S	3313420	19700101	20991231	
41983801	Borr	Geography	OSM	9th level	S	3313421	19700101	20991231	
41984130	Dirmerzheim	Geography	OSM	9th level	S	3313422	19700101	20991231	
41984405	Erp	Geography	OSM	9th level	S	3313423	19700101	20991231	
41984582	Friesheim	Geography	OSM	9th level	S	3313424	19700101	20991231	
41985079	Gymnich	Geography	OSM	9th level	S	3313425	19700101	20991231	
41985731	Kierdorf	Geography	OSM	9th level	S	3313426	19700101	20991231	
41986091	Lechenich	Geography	OSM	9th level	S	3313427	19700101	20991231	
41986147	Liblar	Geography	OSM	9th level	S	3313428	19700101	20991231	
41986826	Niederberg	Geography	OSM	9th level	S	3313429	19700101	20991231	
41989627	Bezirksteil Fürstenried-West	Geography	OSM	10th level	S	331353	19700101	20991231	
41970091	Villebadin	Geography	OSM	9th level	S	3313654	19700101	20991231	
41947907	Le Pin-au-Haras	Geography	OSM	8th level	S	3313667	19700101	20991231	
41968353	La Cochère	Geography	OSM	9th level	S	3313671	19700101	20991231	
41984539	Frauenwald	Geography	OSM	9th level	S	331385	19700101	20991231	
41967308	Autheuil	Geography	OSM	9th level	S	3313888	19700101	20991231	
41969431	Saint-Jean-de-la-Léqueraye	Geography	OSM	9th level	S	3314266	19700101	20991231	
41969412	Saint-Georges-du-Mesnil	Geography	OSM	9th level	S	3314276	19700101	20991231	
41967285	Aubry-en-Exmes	Geography	OSM	9th level	S	3314342	19700101	20991231	
42029966	Distrito Centro	Geography	OSM	9th level	S	3314349	19700101	20991231	
42029970	Distrito Llano	Geography	OSM	9th level	S	3314356	19700101	20991231	
42029979	Distrito Oeste	Geography	OSM	9th level	S	3314357	19700101	20991231	
41892138	Amapá	Geography	OSM	4th level	S	331463	19700101	20991231	
41898508	Vitória do Jari	Geography	OSM	8th level	S	331464	19700101	20991231	
41896543	Pedra Branca do Amapari	Geography	OSM	8th level	S	331465	19700101	20991231	
41894297	Cutias	Geography	OSM	8th level	S	331466	19700101	20991231	
41897950	Serra do Navio	Geography	OSM	8th level	S	331467	19700101	20991231	
41895196	Itaubal	Geography	OSM	8th level	S	331468	19700101	20991231	
41895557	Laranjal do Jari	Geography	OSM	8th level	S	331469	19700101	20991231	
41896831	Porto Grande	Geography	OSM	8th level	S	331470	19700101	20991231	
41896260	Oiapoque	Geography	OSM	8th level	S	331471	19700101	20991231	
41893643	Calçoene	Geography	OSM	8th level	S	331472	19700101	20991231	
41895626	Macapá	Geography	OSM	8th level	S	331473	19700101	20991231	
41896888	Pracuúba	Geography	OSM	8th level	S	331474	19700101	20991231	
41895858	Mazagão	Geography	OSM	8th level	S	331475	19700101	20991231	
41897382	Santana	Geography	OSM	8th level	S	331476	19700101	20991231	
41892866	Amapá	Geography	OSM	8th level	S	331477	19700101	20991231	
41898128	Tartarugalzinho	Geography	OSM	8th level	S	331478	19700101	20991231	
41894549	Ferreira Gomes	Geography	OSM	8th level	S	331479	19700101	20991231	
41983631	Berzdorf	Geography	OSM	9th level	S	3314800	19700101	20991231	
41985699	Keldenich	Geography	OSM	9th level	S	3314801	19700101	20991231	
41988641	Urfeld	Geography	OSM	9th level	S	3314802	19700101	20991231	
41988961	Wesseling	Geography	OSM	9th level	S	3314803	19700101	20991231	
41912764	Santo Antão	Geography	OSM	10th level	S	331491	19700101	20991231	
41905741	Botafogo	Geography	OSM	10th level	S	331492	19700101	20991231	
41912650	Santa Rita	Geography	OSM	10th level	S	331493	19700101	20991231	
41912589	Santa Marta	Geography	OSM	10th level	S	331494	19700101	20991231	
41906648	Cidade Alta	Geography	OSM	10th level	S	331498	19700101	20991231	
41906314	Centro	Geography	OSM	10th level	S	331500	19700101	20991231	
41897915	Imigrante	Geography	OSM	10th level	S	331501	19700101	20991231	
41912889	São Bento	Geography	OSM	10th level	S	331502	19700101	20991231	
41911393	Planalto	Geography	OSM	10th level	S	331505	19700101	20991231	
41912988	São Francisco	Geography	OSM	10th level	S	331506	19700101	20991231	
41907668	Fenavinho	Geography	OSM	10th level	S	331507	19700101	20991231	
41909486	Licorsul	Geography	OSM	10th level	S	331508	19700101	20991231	
41905728	Borgo	Geography	OSM	10th level	S	331509	19700101	20991231	
41908075	Humaitá	Geography	OSM	10th level	S	331510	19700101	20991231	
41911690	Progresso	Geography	OSM	10th level	S	331511	19700101	20991231	
41909340	Juventude da Enologia	Geography	OSM	10th level	S	331515	19700101	20991231	
41933686	Bazoques	Geography	OSM	8th level	S	3315892	19700101	20991231	
41958805	Saint-Germain-sur-Avre	Geography	OSM	8th level	S	3315921	19700101	20991231	
41957474	Saint-Aubin-de-Bonneval	Geography	OSM	8th level	S	3315954	19700101	20991231	
41943337	Giverville	Geography	OSM	8th level	S	3315955	19700101	20991231	
41964095	Tournai-sur-Dive	Geography	OSM	8th level	S	3316004	19700101	20991231	
41939350	Courdemanche	Geography	OSM	8th level	S	3316048	19700101	20991231	
41966002	Villedieu-lès-Bailleul	Geography	OSM	8th level	S	3316051	19700101	20991231	
41939236	Coulonces	Geography	OSM	8th level	S	3316061	19700101	20991231	
41939737	Crouttes	Geography	OSM	8th level	S	3316248	19700101	20991231	
41986321	Lützelhausen	Geography	OSM	9th level	S	3316284	19700101	20991231	
41947995	Le Renouard	Geography	OSM	8th level	S	3316299	19700101	20991231	
41983328	Altenhaßlau	Geography	OSM	9th level	S	3316323	19700101	20991231	
41984304	Eidengesäß	Geography	OSM	9th level	S	3316324	19700101	20991231	
41984658	Geislitz	Geography	OSM	9th level	S	3316325	19700101	20991231	
41984968	Großenhausen	Geography	OSM	9th level	S	3316326	19700101	20991231	
41944754	Illiers-l'Évêque	Geography	OSM	8th level	S	3316327	19700101	20991231	
41958832	Saint-Gervais-des-Sablons	Geography	OSM	8th level	S	3316328	19700101	20991231	
41922291	Fenghua District	Geography	OSM	6th level	S	3316384	19700101	20991231	
41935943	Brieux	Geography	OSM	8th level	S	3316469	19700101	20991231	
41924706	Xinchang County	Geography	OSM	6th level	S	3316521	19700101	20991231	
41916729	Shaoxing City	Geography	OSM	5th level	S	3316522	19700101	20991231	
41924109	Shàngyú Shì	Geography	OSM	6th level	S	3316524	19700101	20991231	
41923093	Keqiao District	Geography	OSM	6th level	S	3316525	19700101	20991231	
41925068	Yuecheng District	Geography	OSM	6th level	S	3316526	19700101	20991231	
41935038	Boissy-Lamberville	Geography	OSM	8th level	S	3316590	19700101	20991231	
41954247	Pasilly	Geography	OSM	8th level	S	3316603	19700101	20991231	
41954485	Perrigny-sur-Armançon	Geography	OSM	8th level	S	3316604	19700101	20991231	
41937039	Censy	Geography	OSM	8th level	S	3316622	19700101	20991231	
41952412	Morsan	Geography	OSM	8th level	S	3316629	19700101	20991231	
41953487	Noyers	Geography	OSM	8th level	S	3316745	19700101	20991231	
41954861	Plasnes	Geography	OSM	8th level	S	3317381	19700101	20991231	
41942716	Les Authieux-du-Puits	Geography	OSM	8th level	S	3317405	19700101	20991231	
41959433	Saint-Léger-de-Rôtes	Geography	OSM	8th level	S	3317408	19700101	20991231	
41946092	La Genevraie	Geography	OSM	8th level	S	3317416	19700101	20991231	
41950795	Merri	Geography	OSM	8th level	S	3317511	19700101	20991231	
41953690	Ommoy	Geography	OSM	8th level	S	3317621	19700101	20991231	
41942185	Fontaine-les-Bassets	Geography	OSM	8th level	S	3317626	19700101	20991231	
41958747	Saint-Germain-la-Campagne	Geography	OSM	8th level	S	3317806	19700101	20991231	
42000526	Kainan	Geography	OSM	7th level	S	3317886	19700101	20991231	
41936601	Capelle-les-Grands	Geography	OSM	8th level	S	3317887	19700101	20991231	
41953326	Nonancourt	Geography	OSM	8th level	S	3317908	19700101	20991231	
42000804	Kimino	Geography	OSM	7th level	S	3317912	19700101	20991231	
41999487	Kaiso County	Geography	OSM	6th level	S	3317913	19700101	20991231	
41948823	Louvières-en-Auge	Geography	OSM	8th level	S	3318012	19700101	20991231	
41999923	Arida	Geography	OSM	7th level	S	3318077	19700101	20991231	
41952177	Montreuil-la-Cambe	Geography	OSM	8th level	S	3318206	19700101	20991231	
41966044	Tourouvre	Geography	OSM	9th level	S	3318238	19700101	20991231	
41983658	Biberach	Geography	OSM	9th level	S	3318344	19700101	20991231	
41983756	Böckingen	Geography	OSM	9th level	S	3318345	19700101	20991231	
41984517	Frankenbach	Geography	OSM	9th level	S	3318346	19700101	20991231	
41985444	Horkheim	Geography	OSM	9th level	S	3318347	19700101	20991231	
41985746	Kirchhausen	Geography	OSM	9th level	S	3318348	19700101	20991231	
41985841	Klingenberg	Geography	OSM	9th level	S	3318349	19700101	20991231	
41988204	Sontheim	Geography	OSM	9th level	S	3318351	19700101	20991231	
41950672	Menneval	Geography	OSM	8th level	S	3318382	19700101	20991231	
41968795	Malétable	Geography	OSM	9th level	S	3318393	19700101	20991231	
41968999	Moulicent	Geography	OSM	9th level	S	3318564	19700101	20991231	
41946316	La Madeleine-de-Nonancourt	Geography	OSM	8th level	S	3318824	19700101	20991231	
41967861	Corneuil	Geography	OSM	9th level	S	3318845	19700101	20991231	
41970110	Villalet	Geography	OSM	9th level	S	3318889	19700101	20991231	
42062653	Candia	Geography	OSM	8th level	S	331917	19700101	20991231	
42076429	Raymond	Geography	OSM	8th level	S	331918	19700101	20991231	
42064704	Deerfield	Geography	OSM	8th level	S	331919	19700101	20991231	
42064566	Danville	Geography	OSM	8th level	S	331936	19700101	20991231	
41940757	Écorches	Geography	OSM	8th level	S	3319381	19700101	20991231	
42066908	Fremont	Geography	OSM	8th level	S	331939	19700101	20991231	
42061907	Brentwood	Geography	OSM	8th level	S	331940	19700101	20991231	
41940971	Franqueville	Geography	OSM	8th level	S	3319446	19700101	20991231	
41952950	Neauphe-sur-Dive	Geography	OSM	8th level	S	3319458	19700101	20991231	
41959330	Saint-Lambert-sur-Dive	Geography	OSM	8th level	S	3319465	19700101	20991231	
41944201	Hecmanville	Geography	OSM	8th level	S	3319485	19700101	20991231	
41951197	Moisville	Geography	OSM	8th level	S	3319514	19700101	20991231	
41999345	Arida County	Geography	OSM	6th level	S	3319653	19700101	20991231	
41923892	Qidong City	Geography	OSM	6th level	S	3320332	19700101	20991231	
41921576	Lianyungang City	Geography	OSM	5th level	S	3320347	19700101	20991231	
41958235	Sainte-Honorine-la-Guillaume	Geography	OSM	8th level	S	3320501	19700101	20991231	
42000235	Hirogawa	Geography	OSM	7th level	S	3320529	19700101	20991231	
41999924	Aridagawa	Geography	OSM	7th level	S	3320530	19700101	20991231	
42007290	Yuasa	Geography	OSM	7th level	S	3320531	19700101	20991231	
41968127	La Forêt-Auvray	Geography	OSM	9th level	S	3320543	19700101	20991231	
41934368	Berthouville	Geography	OSM	8th level	S	3320583	19700101	20991231	
41950657	Ménil-Gondouin	Geography	OSM	8th level	S	3320692	19700101	20991231	
41969473	Sainte-Croix-sur-Orne	Geography	OSM	9th level	S	3320707	19700101	20991231	
41968813	Marchainville	Geography	OSM	9th level	S	3320748	19700101	20991231	
41948622	L'Hôme-Chamondot	Geography	OSM	8th level	S	3320789	19700101	20991231	
41949923	Marcilly-la-Campagne	Geography	OSM	8th level	S	3320809	19700101	20991231	
41960357	Saint-Pierre-des-Ifs	Geography	OSM	8th level	S	3320835	19700101	20991231	
41947181	La Ventrouze	Geography	OSM	8th level	S	3320914	19700101	20991231	
41968673	Les Rotours	Geography	OSM	9th level	S	3320973	19700101	20991231	
41969261	Rabodanges	Geography	OSM	9th level	S	3321007	19700101	20991231	
41969370	Saint-Aubert-sur-Orne	Geography	OSM	9th level	S	3321012	19700101	20991231	
41957944	Saint-Cyr-de-Salerne	Geography	OSM	8th level	S	3321090	19700101	20991231	
41977346	Kisdorf	Geography	OSM	8th level	S	33211	19700101	20991231	
41960365	Saint-Pierre-de-Salerne	Geography	OSM	8th level	S	3321262	19700101	20991231	
41959835	Saint-Martin-Saint-Firmin	Geography	OSM	8th level	S	3321292	19700101	20991231	
41936086	Brullemail	Geography	OSM	8th level	S	3321423	19700101	20991231	
42000092	Gobo	Geography	OSM	7th level	S	3321873	19700101	20991231	
41968487	La Poterie-au-Perche	Geography	OSM	9th level	S	3321874	19700101	20991231	
41959125	Saint-Jean-du-Thenney	Geography	OSM	8th level	S	3321893	19700101	20991231	
41969269	Randonnai	Geography	OSM	9th level	S	3321928	19700101	20991231	
41933772	Beaulieu	Geography	OSM	8th level	S	3321997	19700101	20991231	
41967557	Bresolettes	Geography	OSM	9th level	S	3322048	19700101	20991231	
41968709	Lignerolles	Geography	OSM	9th level	S	3322098	19700101	20991231	
41969218	Prépotin	Geography	OSM	9th level	S	3322105	19700101	20991231	
41967453	Bivilliers	Geography	OSM	9th level	S	3322141	19700101	20991231	
41967583	Bubertré	Geography	OSM	9th level	S	3322142	19700101	20991231	
42052378	Thorverton	Geography	OSM	10th level	S	3322303	19700101	20991231	
41958674	Saint-Georges-du-Vièvre	Geography	OSM	8th level	S	3322815	19700101	20991231	
41952996	Saint-Léonard-des-Parcs	Geography	OSM	8th level	S	3322944	19700101	20991231	
41942890	Gâprée	Geography	OSM	8th level	S	3322949	19700101	20991231	
41957617	Saint-Benoît-des-Ombres	Geography	OSM	8th level	S	3323098	19700101	20991231	
41937406	Champ-Dolent	Geography	OSM	8th level	S	3323199	19700101	20991231	
41957495	Saint-Aubin-du-Thenney	Geography	OSM	8th level	S	3323227	19700101	20991231	
42038842	Cadbury	Geography	OSM	10th level	S	3323233	19700101	20991231	
41938265	Chéronvilliers	Geography	OSM	8th level	S	3323454	19700101	20991231	
41952799	Nagel-Séez-Mesnil	Geography	OSM	8th level	S	3323488	19700101	20991231	
41933687	Beaubray	Geography	OSM	8th level	S	3323490	19700101	20991231	
42053449	Warnford	Geography	OSM	10th level	S	3323534	19700101	20991231	
42053724	West Meon	Geography	OSM	10th level	S	3323535	19700101	20991231	
41934960	Bois-Arnault	Geography	OSM	8th level	S	3323612	19700101	20991231	
42048886	Newton St. Cyres	Geography	OSM	10th level	S	3323619	19700101	20991231	
42038269	Bramdean and Hinton Ampner	Geography	OSM	10th level	S	3323736	19700101	20991231	
42045716	Kilmiston	Geography	OSM	10th level	S	3323737	19700101	20991231	
42051567	Stockleigh Pomeroy	Geography	OSM	10th level	S	3323765	19700101	20991231	
41967298	Chanteloup	Geography	OSM	9th level	S	3323772	19700101	20991231	
42082686	Bancroft	Geography	OSM	10th level	S	3323777	19700101	20991231	
41963555	Tellières-le-Plessis	Geography	OSM	8th level	S	3323800	19700101	20991231	
42037780	Bighton	Geography	OSM	10th level	S	3323844	19700101	20991231	
